0	1	2	3	4	5
2392896	1436635	What is sitting on the ground?	Baby zebra.	Me yake zaune akan ƙasa?	Yaron jakin dawan.
2359188	636108	How many buses?	One.	Bas guda nawa ne?	Ɗaya.
2319315	961683	How many marshmallows are visible?	15	Marshmallows nawa ake gani?	15
2324239	862436	Why do people come to this place?	To worship.	Me yasa mutane suke zuwa wurin nan?	Dan yi  bauta.
2379065	812167	Why is it bright?	Sunny.	Me yasa yayi haske?	Rana.
2379065	812169	What color is sandwich?	Brown.	Wanne launi ne sanwicin?	Ruwan ƙasa.
2401954	466803	When was the photo taken?	Daytime.	Da yaushe aka ɗauki hoton?	Da rana.
2365888	1750584	What is behind the man?	A stone wall.	Menene a bayan mutumin?	Bangon dutse.
2317342	917613	What is he doing?	Skiing.	Me yakeyi?	Gudun ƙanƙara.
2327489	661446	What color is the hydrant?	Orange.	Menene launin ma'adanar ruwan gobara?	Ruwan lemo.
2358019	381208	Where is this picture taken?	The bush.	Ina aka ɗauki wannan hoton?	A jeji.
2358019	381215	How is the weather?	Overcast.	Yaya yanayin yake?	Gajimare.
2412969	1137424	What color are the curtains?	Tan.	Menene launin labulayen?	Me dan duhu.
2321949	880756	What color is the car?	It is White.	Menene launin motar?	Fari ne.
2399639	347915	When was the photo taken?	Daytime.	Yaushe aka ɗauki hoton?	Da rana.
2380353	555269	What are the playing?	Tennis.	Wasan me sukeyi?	Tanis.
2392102	1432711	What length is the bus, short or long?	Long.	Menene tsawon bas ɗin, gajera ko mai tsawo?	Me tsawo.
2415522	935324	Who is in the photo?	The horse.	Menene a cikin hoton?	Dokin.
2415522	935322	Where is the horse?	In the yard.	Ina dokin yake?	A cikin filin.
2368090	1794924	What is hanging on the cross?	Jesus.	Me yake reto daga kan kuros ɗin?	Yesu.
2328574	532725	Why is the girl holding a controller?	To play a game.	Menene yasa yarinyar take riƙe da kontirola.?	Don yin wasa.
2398788	1402545	What is next to the sauce?	A glass.	Menene yake kusa da miyar?	Kofi.
2388762	1348383	What are the animals eating?	Grass.	Me dabbobin suke ci?	Ciyawa.
2388762	1348380	What is the adult zebra doing?	Eating grass.	Me babban jakin dawan yakeyi?	Cin ciyawa.
2359188	1616853	Where is the leaf?	On the tree.	Ina ganyen yake?	Akan bishiya.
2364371	1720612	What are two of the ladies wearing that one is not?	Eyeglasses.	M e matan biyu suke sanye da?	Tabarau.
2387389	613542	What color is her trench coat?	Yellow.	Menene launin rigar sanyin ta?	Rawaya.
2414854	966613	Where was this photo taken?	At a bar.	A ina aka ɗauki wannan hoton?	A mashaya.
2414854	1032188	What color are the pants?	Gray.	Menene launin wandon?	Ruwan toka.
2376831	1974411	What is in the window?	Teddy bears.	Menene a cikin tagar?	Ƴar tsana.
2348828	644396	What animal is shown?	A cat.	Wanne dabba aka nuna?	Mage.
2348490	708652	Why is the plane in motion?	Flying.	Meyasa jirgin yake motsi?	Tashi.
2365888	1750569	What is dog doing?	Walking.	Me karen yakeyi?	Tafiya.
2327489	661447	Who is there?	No one.	Waye anan?	Ba kowa.
2370738	1848661	What structure is on the front porch?	Columns.	Wanne abu ne a gaban gidan?	Ginshiƙai.
2343935	520427	What is round?	A frisbee.	Menene zagayayye?	Firisbi.
2357496	445252	How are the shoes placed?	Behind the suitcase.	Yaya takalaman suke ajiye?	A bayan akwatin?.
2370738	1848658	Where is the man walking?	On a path.	Ina mutumin yake tafiya?	Akan hanya.
2349089	644186	When was this photo taken?	During the day.	Da yaushe aka ɗauki wannan hoton?	Da rana.
2327489	661444	What type of scene?	Outdoor.	Wani irin wuri ne nan?	Waje.
2329748	659649	Where was the picture taken?	The living room.	A ina aka ɗauki hoton?	Ɗakin zama.
2319557	899892	Who is skiing?	A child.	Wa yake suluɓan ƙanƙara.?	Yaro.
2368860	1811380	What material is the fence made of?	Wire.	Da me akayi katanagar?	Waya.
2340163	267438	When was the picture taken?	Daytime.	Da ayaushe aka ɗauki wannan?	Da rana.
2411404	1328841	Who placed all the objects in the white bucket?	One of the firefighters.	Waye ya saka duk kayan a cikin farin bokiti.?	Ɗaya daga cikin masu kashe wuta.
2340163	267439	What color is the grass?	Green.	Menene launin ciyawar?	Kore.
2363132	569046	What is the inside of the tunnel made of?	Wood.	Da me akayi hanyar karkashin ƙasar?	Katako.
2364115	504282	How many players are visible?	One.	Ƴan wasa guda nawa ake gani?	Ɗaya.
2363132	1695212	What is in the sky?	Clouds.	Menene a sararin samaniya?	Hadari.
2404303	216203	What is the color of her top?	White.	Menene launin rigar ta?	Fari.
2329748	659646	Why is the woman sitting?	To relax.	Meyasa matar take zaune?	Don ta huta.
2359586	1624364	Where are the red horns?	The horse's head.	Ina jajayen ƙahohunan?	Kan dokin.
2359586	1624374	What is the obstacle?	A pole.	Menene shamakin?	Ƙarfe.
2397995	1522891	How is the truck?	Rusted.	Yaya babbar motar kayan?	Tayi tsatsa.
2411404	1328826	What is the man holding onto?	Hydrant.	Me mutumin yake riƙe dashi?	Ma'adanar ruwan gobara.
2397995	1397789	When was picture taken?	Spring.	Yaushe aka ɗauka hoton?	Bazara.
2364115	1715365	What is the baseball player holding?	A glove.	Me ɗan wasan basbal ɗin yake riƙe dashi?	Safar hannu.
2397995	1460814	Where is the truck parked?	Field.	A ina aka ajiye babbar motar?	Fili.
2404303	1301313	What is the clock tower made of?	Metal.	Dame akayi hasumiyar agogon?	Ƙarfe.
2360552	571110	How many kittens are in the picture?	One.	Nawane adadin 'ya'yan mage a cikin hoton?	Ɗaya.
2359586	1624372	What is the horse doing?	Jumping.	Me dokin yakeyi?	Yin tsalle.
2370908	1852398	What is large with holes in it?	A large black wheel.	Menene babba mai rami a cikin shi?	Babbar baƙar taya.
2370911	1852464	What is on the side of train?	Red stripes.	Menene a gefen jirgin ƙasa?	Jajayen ratsi.
2384767	743604	What color is the bathtub?	White.	Menene launin bahon wankan?	Fari.
2378012	557148	When was the picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2384767	743603	What color is the door?	Brown.	Wanne launi ne da ƙofar?	Ruwan ƙasa.
2378012	557145	Where is the light?	Above the street.	Ina fitilar?	A saman titin.
2319759	898281	What color is the wall behind the woman?	Red.	Menene launin bangon bayan matar?	Ja.
2378081	298107	Why is a person holding ski poles?	To ski.	Meyasa mutumin yake riƙe da ƙarafen sulun ƙanƙara?	Don yin sulun ƙanƙara.
2378081	298106	What is on the ground?	White snow.	Menene a ƙasa?	Farin dusar ƙanƙara.
2374895	1935800	WHere's the fence?	Along the trees.	Ina shingen?	Kusa da bishiyoyin.
2365090	695376	What is he doing?	Playing.	Me yake yi?	Wasa.
2392162	1558019	What is this a picture of?	A plant in a planter.	Hoton menene wannan?	Shuka a cikin abin yin shuka.
2333500	336848	When was this picture taken?	Night time.	Yaushe aka ɗauka hoton?	Lokacin dare.
2320169	894998	What kind of animal?	Zebra.	Wanne irin dabba ce?	Jakin dawa.
2337673	589356	What is pictured?	Motorcycles.	Menene a hoton?	Babura.
2319454	900716	What is blue?	Person's shirt.	Menene shuɗi?	Rigar mutumi.
2389022	1478294	What is the stool made of?	Wooden.	Da me akayi kujerar?	Ta katako.
2393015	481164	When is this?	Daytime.	Yaushe ne wannan?	Da rana.
2395573	543112	How many people are in the picture?	One.	Nawane adadin mutane a cikin hoton?	Ɗaya.
2372323	1882249	Where is the white mold?	On bread.	Ina farar hunhunar?	A jikin biredi.
2405604	211553	What are the people doing?	Skateboarding.	Me mutanen suke yi?	Sulun allo mai taya.
2324363	861442	What animal is depicted in the photo?	A cow.	Wacce dabba aka siffanta a hoton?	Saniya.
2359134	1615801	What are the people doing?	Skateboarding.	Me mutanen sukeyi?	Sulun allo mai taya.
2343526	776609	What sport is the person doing?	Surfing.	Wani wasa mutumin yake yi?	Sulun igiyar ruwa.
2372323	1882254	What is inside the sandwich?	Dark, red meat.	Menene a cikin sanwici ɗin?	Jan nama, mai duhu.
2329989	659449	What are in the harbor?	Boats.	Menene a tashar jirgin ruwan?	Jiragen ruwa.
2395721	286271	Who can be seen clapping?	The man in the tan coat.	Waye ake iya gani yana tafi?	Mutumin dake sanye da kwat mai haske.
2371442	242502	Why is J-055 painted on the plane?	Plane model.	Meyasa aka yi fentin J-055 a jikin jirgin?	Samfurin jirgin.
2406313	1181359	Who is riding the horse?	A person.	Waye yake hawan dokin?	Mutum.
2328159	405099	Who will load?	People.	Waye zai yi lodi?	Mutane.
2345291	711205	What color is the sky?	Gray.	Menene launin sararin samaniya?	Ruwan toka.
2315568	962799	What item appears to the most left of the image?	Cup.	Wani abu ne ya fito a can hagun hoton?	Kofi.
2389629	1481042	Why is the man wearing helmet?	To ride bike.	Meyasa mutumin yake sanye da hular kwano?	Don tuƙa keke.
2389629	1544210	What does the man have on hands?	Gloves.	Me mutumin yake da shi a hannaye?	Safar hannu.
2315568	962798	What position are the person's legs in?	Crossed.	A wani mataki ƙafafun mutumin suke?	A tanƙwashe.
2375283	239419	How is the weather that day?	Warm.	Yaya yanayin a wannan ranar?	Ɗumi.
2381570	682193	When was this?	Daytime.	Yaushe ne wannan?	Da rana.
2315568	962794	What piece of technology is fourth from the right in the image?	Laptop.	Wani abun fasaha ne na huɗu daga dama cikin hoton?	Kwamfutar tafi-da-gidankan.
2375283	1942892	Where are the white lines?	On the court.	Ina fararen layukan?	A filin wasan.
2370738	371042	What are they standing by?	A sidewalk.	A ina suka tsaya?	Gefen hanya.
2365439	1741914	Why is there smoke?	Smoke bombs are let off.	Meyasa akwai hayaƙi?	Bam ɗin hayaƙi aka bari.
2331152	594567	Where is this picture taken?	At a bedroom.	A ina aka ɗauka wannan hoton?	A ɗakin kwana.
2323563	867844	When was the photo taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2368860	1811389	What kind of baseball is used?	A white, regulation baseball.	Da wacce irin besbal ake amfani?	Farar, besbal mai ƙa'ida.
2404303	1301308	What is in the middle of the tower?	Bathtub.	Menene a tsakiyan hasumiyar?	Bahon wanka.
2376604	1970100	What is the animal shown?	A bear.	Wacce dabba aka nuna?	Dabbar beya.
2319454	900717	Who is holding a stuffed animal?	A person.	Waye yake riƙe da 'yar tsanar dabba?	Mutum.
2389022	1540827	What is the stool made of?	Wood.	Da me akayi kujerar?	Katako.
2405604	211554	How many total feet are not on a skateboard?	Two.	Nawane adadin ƙafafu da basa ka allo mai taya?	Biyu.
2345556	454055	How many snowboards is the man holding?	One.	Nawane adadin allon sulun ƙanƙara da mutumin yake riƙe dashi?	Ɗaya.
2387790	1473253	What is on the baseball field?	The dirt.	Menene a filin besbal ɗin?	Dattin.
2316244	926400	When was the photo taken?	Day time.	Yaushe aka ɗauka hoton?	Da rana.
2316244	926395	How many boats are there?	Dozens.	Nawane adadin jiragen ruwa a gurin?	Dozin-dozin.
2380269	619243	What is the man wearing?	Swim trunks.	Me mutumin yake sanye da shi?	Gajeran wandon ninƙaya.
2380140	296885	What color is the field before the train?	Green.	Menene launin filin kafin jirjin ƙasan?	Kore.
2343921	328506	What color is the bear's shirt?	Blue.	Menene launin rigar dabbar beyar?	Shuɗi.
2368497	467423	What color are the leaves on the trees?	Green.	Menene launin ganyenyakin kan bishiyoyin?	Kore.
2406313	1181398	What kind of pants is rider wearing?	Blue jeans.	Wani irin wando ma hawan dokin yake sanye da shi?	Shuɗin jeans.
2349832	579672	When was this photo taken?	In the daytime.	Yaushe aka ɗauka wannan hoton?	Cikin lokacin rana.
2364146	1716069	Where are the poles mounted?	Brick wall.	A ina aka maƙala ƙarafunan?	Bangon bulo.
2372099	1877331	Who is standing by the crowd?	A police officer.	Waye yake tsaye a kusa da taron jama'an?	Ɗan sanda.
2319557	899896	What color is the snow?	White.	Menene launin dusar ƙanƙarar?	Fari.
2319557	899893	What is the child wearing on her head?	Helmet.	Me yarinyar take sanye dashi a kanta?	Hular kwano.
2369421	1822968	What's on the side of the motorcycle?	Saddlebag.	Menene a gefen babur ɗin?	Sirdi.
2369421	302031	What condition are these Motorcycles in?	Very Good Condition.	A wani yanayi waɗanne baburan suke ciki?	Yanayi mai matuƙar kyau.
2376792	558123	What color is the skateboarders shirt?	White.	Menene launin rigar mai sulun allo mai taya?	Fari.
2331152	594564	How many beds are there?	One.	Nawane adadin gadaje a gurin?	Ɗaya.
2331959	402060	What is the dirt?	Sand.	Menene mai datti ?	Ƙasa.
2378012	557143	What are the cars doing?	Stopped.	Me motocin sukeyi?	A  tsaye suke?.
2393878	1440590	What is the boy holding in the yellow shirt?	A skateboard.	Me yaron yake riƙe dashi sanye da riga rawaya?	Allon sulu mai taya.
2360552	571113	Where is the kitten?	Walking on the laptop.	Ina kyanwar take?	Tana tafiya akan kwamfutar tafi da gidan ka.
2412257	1120816	Where is the snowboarder?	In the air.	Ina  mai sulun kan ƙanƙara?	A iska.
2358413	572817	Who is standing in front of the house?	Nobody.	Waye yake tsaye a gaban gidan?	Babu kowa.
2358413	1600106	Where is the clock?	On the tower.	Ina agogon?	A jikin hasumiyar.
2319454	900714	Where is a teddy bear?	In a person's arms.	Ina ƴar tsana?	A hannun mutum.
2390215	1547552	What is two toned?	A green house is.	Menene me launi biyu?	Koren gida ne.
2339787	779591	What is blue?	Sky.	Menene shuɗi?	Sararin samaniya.
2339787	779592	What color are the clouds?	White.	Menene launin hadarin?	Fari.
2324363	861449	Where is the yellow bag?	On the ground leaning against the stack of tires.	Ina rawayar jakar?	A ƙasa jingine a jikin jerin tayoyi.
2380140	296886	What color is the roof of the building in the distance?	Red.	Menene launin rufin ginin da yake nesa?	Ja.
2371442	1863745	What is the jet doing?	Flying.	Me jirgin yakeyi?	Tashi.
2370738	371043	What is behind them?	A house.	Menene a bayan su?	Gida.
2324817	857814	What color is the sign?	Green.	Menene launin alamar?	Kore.
2328159	405102	How many planes?	1	Jirage nawa?	1
2374644	1930701	Who is wearing a shirt?	A man.	Wa yake sanye da riga?	Namiji.
2412286	1121417	Where is the port yard?	In the distance.	Ina tashar jiragen ruwan?	A nesa.
2406313	205883	When was the photo taken?	Daytime.	Da yaushe aka ɗauki hoton?	Da rana.
2315568	962792	What material is the person sitting on?	Wood.	Da me akayi abunda mutumin ke zaune akai?	Katako.
2340163	267435	What color are the flowers?	Blue.	Menene launin furran?	Shuɗi.
2392669	1560795	What is behind the toilet?	A metal bar.	Menene  a bayan masai?	Sandar ƙarfe.
2376792	1973668	What is in the ground?	Crowd.	Menene a ƙasa?	Taron mutane.
2412597	1128384	What is in the background?	Fence.	Menene a bayan ƙasan?	Katanga.
2367456	1781557	What is causing the shadow on the road?	Runner.	Me ya kawo inuwa akan titin?	Me gudu.
2323563	867849	What is the name of the event?	Ciclavia.	Menene sunan taron?	Ciclavia.
2397995	1397784	What is painted in this photo?	An old truck.	Me aka yiwa fenti a wannan hoton?	Tsohuwar babbar mota.
2387257	421723	What color are the trees?	Green.	Menene launin bishiyoyin?	Kore.
2318499	908360	What is the color of the luggage?	Brown.	Menene launin akwatin?	Ruwan ƙasa.
2319759	898276	What is the woman doing?	Talking on the phone.	Me matar takeyi?	Magana a wayar hannu.
2388340	1346387	What is the brown liquid?	Gravy.	Menene ruwan mai ruwan ƙasa?	Romo.
2358413	1600097	What is in a row?	Green hedges.	Menene a jere?	Korayen shinge.
2333500	336850	What is in the picture?	A clock tower.	Menene a hoton?	Hasumiyar agogo.
2337673	589355	Where are they located?	Outside of a church.	A ina suke?	A wajen coci.
2402013	537966	Who is driving the train?	A man.	Wa yake tuƙa jirgin ƙasan?	Mutumi.
2405604	1164934	Where are the cars?	Behind the fence.	Ina motocin suke?	A bayan shinge.
2405604	1164938	What color is the shirt of the guy in the air?	Black.	Menene launin rigar mutumin dake iska?	Baƙi.
2357967	981264	Where is this taking place?	Near tracks.	Ina wannan ke faruwa?	Kusa da titin jirgin ƙasa.
2387790	1534646	What is on the man's head?	Helmet.	Menene a kan mutumin?	Hular kwano.
2400445	1221913	What spans across the background of the picture?	A large white tent.	Menene ya keta iyakokin bainar hoton?	Babbar farar rumfa.
2380269	619239	What color is the water?	Blue and white.	Menene launin ruwan?	Shuɗi da fari.
2380140	296880	What is the vehicle in the photo?	Train.	Menene abun hawan cikin hoton?	Jirgin ƙasa.
2329989	659445	When was this?	Daytime.	Yaushe ne wannan?	Da rana.
2329989	659451	What type of scene is this?	Outdoor.	Wani irin yanayi ne wannan?	Na waje.
2371442	1863746	What does the jet have?	Wings.	Me jirgin saman yake dashi?	Fika-fikai.
2389629	1481044	What kind of top the man is wearing?	Black tee shirt.	Wace irin riga mutumin yake sanye da shi?	Baƙar t-shirt.
2381570	682192	What else is present?	Houses.	Wani abu ne kuma a gurin?	Gidaje.
2381570	979527	Where was this photo taken?	Ski lodge.	A ina aka ɗauki hoton?	Ski lodge.
2345291	711209	When was this taken?	Daytime.	Da yaushe aka ɗauki wannan?	Da rana.
2349832	579671	What color is towel hook?	Silver.	Menene launin abun maƙale tawul?	Ruwan azurfa.
2364146	760108	What is the building made of?	Brick.	Da me akayi ginin?	Bulo.
2374644	1930726	What is in the front yard?	A tree is in the front yard.	Menene a gaban fegi?	Bishiya ce a gaban fegin.
